MJD;Year;Month;Day;Type;x_pole;sigma_x_pole;y_pole;sigma_y_pole;Type;UT1-UTC;sigma_UT1-UTC;LOD;sigma_LOD;Type;dPsi;sigma_dPsi;dEpsilon;sigma_dEpsilon;dX;sigma_dX;dY;sigma_dY;Type;bulB/x_pole;bulB/y_pole;Type;bulB/UT-UTC;Type;bulB/dPsi;bulB/dEpsilon;bulB/dX;bulB/dY
50665;1997;08;05;final;0.135209;0.000131;0.508164;0.000161;final;0.4847120;0.0000083;1.3632;0.0053;final;;;;;-0.159;0.043;-0.146;0.298;final;.135210;.508000;final;.4847340;final;;;0.059;0.088
50666;1997;08;06;final;0.137874;0.000141;0.506822;0.000155;final;0.4833255;0.0000074;1.4079;0.0056;final;;;;;-0.105;0.043;-0.127;0.298;final;.137730;.506730;final;.4833070;final;;;0.026;0.000
50667;1997;08;07;final;0.140252;0.000141;0.505479;0.000147;final;0.4818982;0.0000074;1.4464;0.0051;final;;;;;-0.088;0.043;-0.146;0.298;final;.140190;.505620;final;.4819060;final;;;-0.073;-0.022
50668;1997;08;08;final;0.142490;0.000119;0.504031;0.000127;final;0.4804359;0.0000071;1.4752;0.0046;final;;;;;-0.104;0.043;-0.177;0.298;final;.142330;.503990;final;.4804660;final;;;-0.245;0.043
50669;1997;08;09;final;0.144740;0.000098;0.502364;0.000100;final;0.4789580;0.0000055;1.4732;0.0063;final;;;;;-0.128;0.315;-0.182;0.298;final;.144720;.502370;final;.4789680;final;;;-0.414;0.088
50670;1997;08;10;final;0.146978;0.000086;0.500466;0.000107;final;0.4775031;0.0000104;1.4303;0.0045;final;;;;;-0.156;0.315;-0.157;0.298;final;.146900;.500350;final;.4775170;final;;;-0.540;0.074
50671;1997;08;11;final;0.149168;0.000121;0.498436;0.000164;final;0.4761068;0.0000071;1.3593;0.0063;final;;;;;-0.193;0.099;-0.142;0.298;final;.149040;.498160;final;.4761580;final;;;-0.451;0.204
50672;1997;08;12;final;0.151346;0.000122;0.496417;0.000171;final;0.4747865;0.0000070;1.2823;0.0051;final;;;;;-0.224;0.099;-0.157;0.298;final;.151260;.496060;final;.4748590;final;;;-0.191;0.155
50673;1997;08;13;final;0.153535;0.000127;0.494484;0.000178;final;0.4735395;0.0000072;1.2132;0.0062;final;;;;;-0.232;0.099;-0.193;0.298;final;.153290;.494020;final;.4735610;final;;;0.039;0.091
50674;1997;08;14;final;0.155638;0.000128;0.492431;0.000186;final;0.4723531;0.0000102;1.1649;0.0063;final;;;;;-0.225;0.099;-0.248;0.298;final;.155510;.492230;final;.4723190;final;;;0.107;-0.024
50675;1997;08;15;final;0.157602;0.000128;0.490245;0.000189;final;0.4711922;0.0000103;1.1691;0.0071;final;;;;;-0.226;0.121;-0.317;0.298;final;.157600;.489950;final;.4711990;final;;;-0.032;-0.025
50676;1997;08;16;final;0.159484;0.000136;0.488053;0.000192;final;0.4699884;0.0000099;1.2526;0.0105;final;;;;;-0.247;0.121;-0.381;0.298;final;.159390;.487510;final;.4700320;final;;;-0.097;0.079
50677;1997;08;17;final;0.161303;0.000099;0.485924;0.000141;final;0.4686650;0.0000184;1.4020;0.0082;final;;;;;-0.286;0.315;-0.419;0.298;final;.161220;.485780;final;.4686570;final;;;-0.075;0.249
50678;1997;08;18;final;0.163106;0.000114;0.483832;0.000200;final;0.4671775;0.0000131;1.5723;0.0106;final;;;;;-0.331;0.072;-0.424;0.298;final;.162940;.483860;final;.4671290;final;;;-0.101;0.265
50679;1997;08;19;final;0.165001;0.000123;0.481688;0.000219;final;0.4655244;0.0000107;1.7308;0.0076;final;;;;;-0.372;0.074;-0.377;0.298;final;.165070;.481530;final;.4655210;final;;;-0.186;0.010
50680;1997;08;20;final;0.167026;0.000116;0.479467;0.000206;final;0.4637249;0.0000078;1.8625;0.0068;final;;;;;-0.415;0.074;-0.244;0.298;final;.167120;.479130;final;.4637370;final;;;-0.274;-0.242
50681;1997;08;21;final;0.169225;0.000117;0.477141;0.000199;final;0.4618272;0.0000085;1.9109;0.0057;final;;;;;-0.471;0.074;-0.019;0.298;final;.169090;.476780;final;.4617800;final;;;-0.317;-0.293
50682;1997;08;22;final;0.171667;0.000112;0.474745;0.000210;final;0.4599417;0.0000082;1.8435;0.0059;final;;;;;-0.508;0.074;0.165;0.298;final;.171650;.474590;final;.4599200;final;;;-0.291;-0.330
50683;1997;08;23;final;0.174252;0.000121;0.472429;0.000220;final;0.4581639;0.0000082;1.7049;0.0069;final;;;;;-0.510;0.074;0.257;0.298;final;.174220;.472300;final;.4581840;final;;;-0.170;-0.412
50684;1997;08;24;final;0.176863;0.000119;0.470322;0.000232;final;0.4565411;0.0000112;1.5388;0.0089;final;;;;;-0.485;0.057;0.286;0.298;final;.176740;.470020;final;.4564810;final;;;-0.066;-0.333
50685;1997;08;25;final;0.179368;0.000126;0.468464;0.000231;final;0.4550797;0.0000157;1.3926;0.0099;final;;;;;-0.436;0.045;0.239;0.298;final;.179480;.468220;final;.4549860;final;;;-0.072;-0.283
50686;1997;08;26;final;0.181648;0.000124;0.466809;0.000233;final;0.4537342;0.0000164;1.3114;0.0111;final;;;;;-0.356;0.045;0.084;0.298;final;.181730;.466700;final;.4537580;final;;;-0.017;-0.023
50687;1997;08;27;final;0.183789;0.000117;0.465201;0.000241;final;0.4524346;0.0000158;1.2969;0.0111;final;;;;;-0.253;0.045;-0.160;0.298;final;.183670;.465180;final;.4524560;final;;;0.119;0.090
50688;1997;08;28;final;0.185964;0.000134;0.463476;0.000248;final;0.4511327;0.0000149;1.3054;0.0110;final;;;;;-0.162;0.045;-0.363;0.298;final;.186040;.463220;final;.4510470;final;;;0.440;0.186
50689;1997;08;29;final;0.188132;0.000144;0.461683;0.000245;final;0.4498222;0.0000152;1.3186;0.0101;final;;;;;-0.092;0.045;-0.476;0.298;final;.188200;.461540;final;.4497610;final;;;0.689;0.109
50690;1997;08;30;final;0.190267;0.000149;0.459849;0.000224;final;0.4484896;0.0000136;1.3496;0.0096;final;;;;;-0.038;0.051;-0.523;0.298;final;.190040;.459870;final;.4484800;final;;;0.862;0.092
50691;1997;08;31;final;0.192482;0.000160;0.458019;0.000154;final;0.4471150;0.0000117;1.4047;0.0078;final;;;;;-0.009;0.315;-0.515;0.298;final;.192810;.457580;final;.4470950;final;;;0.851;0.179
50692;1997;09;01;final;0.194920;0.000174;0.456243;0.000171;final;0.4456729;0.0000076;1.4816;0.0070;final;;;;;-0.014;0.101;-0.453;0.298;final;.195190;.455900;final;.4456580;final;;;0.766;-0.076
50693;1997;09;02;final;0.197597;0.000171;0.454472;0.000189;final;0.4441532;0.0000077;1.5544;0.0054;final;;;;;-0.048;0.107;-0.358;0.298;final;.197410;.454390;final;.4441620;final;;;0.625;-0.284
50694;1997;09;03;final;0.200358;0.000164;0.452632;0.000209;final;0.4425718;0.0000078;1.6042;0.0059;final;;;;;-0.106;0.107;-0.264;0.298;final;.199960;.452670;final;.4425770;final;;;0.392;-0.363
50695;1997;09;04;final;0.202904;0.000142;0.450699;0.000186;final;0.4409570;0.0000090;1.6175;0.0058;final;;;;;-0.194;0.107;-0.207;0.298;final;.202790;.450800;final;.4409470;final;;;0.212;-0.315
50696;1997;09;05;final;0.204919;0.000143;0.448583;0.000196;final;0.4393482;0.0000086;1.5964;0.0058;final;;;;;-0.269;0.107;-0.177;0.298;final;.204910;.448760;final;.4393220;final;;;-0.104;-0.028
50697;1997;09;06;final;0.206510;0.000166;0.446221;0.000203;final;0.4377683;0.0000074;1.5628;0.0057;final;;;;;-0.303;0.107;-0.140;0.298;final;.206370;.446300;final;.4377530;final;;;-0.415;0.041
50698;1997;09;07;final;0.208035;0.000174;0.443676;0.000201;final;0.4362221;0.0000074;1.5308;0.0048;final;;;;;-0.300;0.113;-0.086;0.298;final;.207950;.443560;final;.4362150;final;;;-0.681;0.228
50699;1997;09;08;final;0.209698;0.000162;0.441109;0.000193;final;0.4347132;0.0000060;1.4795;0.0048;final;;;;;-0.277;0.192;-0.037;0.298;final;.209570;.440850;final;.4347020;final;;;-0.705;0.275
50700;1997;09;09;final;0.211418;0.000170;0.438635;0.000190;final;0.4332759;0.0000060;1.3899;0.0041;final;;;;;-0.243;0.192;-0.016;0.298;final;.211080;.438240;final;.4332700;final;;;-0.525;0.105
50701;1997;09;10;final;0.212884;0.000167;0.436117;0.000193;final;0.4319162;0.0000057;1.3521;0.0045;final;;;;;-0.205;0.192;-0.023;0.298;final;.212530;.435910;final;.4319150;final;;;-0.241;0.069
50702;1997;09;11;final;0.214214;0.000165;0.433417;0.000189;final;0.4305396;0.0000068;1.4108;0.0044;final;;;;;-0.177;0.192;-0.055;0.298;final;.213980;.433250;final;.4305350;final;;;-0.066;-0.058
50703;1997;09;12;final;0.215528;0.000153;0.430763;0.000177;final;0.4290799;0.0000068;1.5137;0.0053;final;;;;;-0.166;0.192;-0.100;0.298;final;.215450;.430440;final;.4290670;final;;;0.036;-0.181
50704;1997;09;13;final;0.216721;0.000129;0.428377;0.000196;final;0.4275021;0.0000082;1.6470;0.0090;final;;;;;-0.168;0.158;-0.130;0.298;final;.216880;.428020;final;.4275020;final;;;0.124;-0.083
50705;1997;09;14;final;0.217532;0.000131;0.426224;0.000196;final;0.4257695;0.0000167;1.8295;0.0084;final;;;;;-0.179;0.315;-0.128;0.298;final;.217650;.426110;final;.4257870;final;;;0.262;-0.010
50706;1997;09;15;final;0.217910;0.000126;0.424082;0.000238;final;0.4238285;0.0000146;2.0557;0.0106;final;;;;;-0.197;0.315;-0.103;0.298;final;.218030;.424210;final;.4238360;final;;;0.355;0.180
50707;1997;09;16;final;0.218024;0.000126;0.421746;0.000230;final;0.4216620;0.0000130;2.2703;0.0089;final;;;;;-0.210;0.315;-0.061;0.298;final;.218030;.421720;final;.4216490;final;;;0.328;0.154
50708;1997;09;17;final;0.218127;0.000125;0.419221;0.000230;final;0.4193113;0.0000103;2.4149;0.0090;final;;;;;-0.208;0.315;0.010;0.298;final;.217980;.419020;final;.4192990;final;;;0.167;0.048
50709;1997;09;18;final;0.218490;0.000133;0.416722;0.000223;final;0.4168703;0.0000124;2.4454;0.0081;final;;;;;-0.203;0.315;0.080;0.298;final;.218320;.416550;final;.4168570;final;;;-0.030;0.108
50710;1997;09;19;final;0.219145;0.000129;0.414288;0.000198;final;0.4144613;0.0000126;2.3536;0.0086;final;;;;;-0.200;0.315;0.125;0.298;final;.219070;.414120;final;.4144540;final;;;-0.092;-0.012
50711;1997;09;20;final;0.219909;0.000096;0.411873;0.000193;final;0.4121901;0.0000119;2.1810;0.0080;final;;;;;-0.195;0.315;0.160;0.298;final;.219840;.411700;final;.4122050;final;;;-0.001;-0.285
50712;1997;09;21;final;0.220637;0.000104;0.409439;0.000134;final;0.4101030;0.0000100;1.9975;0.0070;final;;;;;-0.189;0.315;0.215;0.298;final;.220580;.409270;final;.4101310;final;;;0.114;-0.510
50713;1997;09;22;final;0.221244;0.000144;0.406927;0.000213;final;0.4081827;0.0000074;1.8511;0.0066;final;;;;;-0.186;0.093;0.275;0.298;final;.221230;.406690;final;.4081940;final;;;0.130;-0.624
50714;1997;09;23;final;0.221629;0.000146;0.404284;0.000221;final;0.4063825;0.0000087;1.7595;0.0053;final;;;;;-0.169;0.093;0.283;0.298;final;.221670;.403970;final;.4063660;final;;;0.055;-0.237
50715;1997;09;24;final;0.221724;0.000140;0.401435;0.000227;final;0.4046454;0.0000076;1.7227;0.0058;final;;;;;-0.128;0.093;0.219;0.298;final;.221680;.400980;final;.4046340;final;;;0.067;0.184
50716;1997;09;25;final;0.221512;0.000141;0.398243;0.000233;final;0.4029194;0.0000078;1.7389;0.0054;final;;;;;-0.075;0.093;0.108;0.298;final;.221290;.397770;final;.4029280;final;;;0.212;0.312
50717;1997;09;26;final;0.221233;0.000144;0.394859;0.000238;final;0.4011487;0.0000076;1.8119;0.0065;final;;;;;-0.022;0.093;-0.018;0.298;final;.221180;.394520;final;.4011560;final;;;0.430;0.432
50718;1997;09;27;final;0.221052;0.000146;0.391508;0.000234;final;0.3992914;0.0000104;1.8975;0.0108;final;;;;;0.031;0.093;-0.153;0.298;final;.220850;.391110;final;.3992790;final;;;0.559;0.436
50719;1997;09;28;final;0.220981;0.000092;0.388310;0.000257;final;0.3973618;0.0000203;1.9588;0.0101;final;;;;;0.082;0.315;-0.289;0.298;final;.220760;.387900;final;.3973340;final;;;0.539;0.364
50720;1997;09;29;final;0.221021;0.000073;0.385294;0.000253;final;0.3953822;0.0000174;1.9950;0.0139;final;;;;;0.118;0.315;-0.401;0.298;final;.220990;.385200;final;.3953510;final;;;0.437;0.200
50721;1997;09;30;final;0.221114;0.000117;0.382405;0.000255;final;0.3933814;0.0000189;2.0023;0.0127;final;;;;;0.134;0.315;-0.470;0.298;final;.221110;.382080;final;.3933600;final;;;0.307;-0.016
50722;1997;10;01;final;0.221268;0.000102;0.379508;0.000249;final;0.3913695;0.0000184;2.0337;0.0124;final;;;;;0.136;0.315;-0.478;0.298;final;.221130;.379260;final;.3913550;final;;;0.223;-0.254
50723;1997;10;02;final;0.221523;0.000101;0.376485;0.000250;final;0.3893106;0.0000162;2.0751;0.0110;final;;;;;0.119;0.315;-0.408;0.298;final;.221440;.376660;final;.3893070;final;;;0.029;-0.214
50724;1997;10;03;final;0.221763;0.000109;0.373383;0.000250;final;0.3872390;0.0000122;2.0574;0.0096;final;;;;;0.076;0.315;-0.272;0.298;final;.221760;.373380;final;.3872330;final;;;-0.147;-0.132
50725;1997;10;04;final;0.221937;0.000108;0.370302;0.000229;final;0.3852107;0.0000103;1.9949;0.0088;final;;;;;0.019;0.315;-0.100;0.298;final;.221910;.370090;final;.3852180;final;;;-0.275;-0.032
50726;1997;10;05;final;0.222151;0.000119;0.367379;0.000128;final;0.3832534;0.0000126;1.9198;0.0072;final;;;;;-0.031;0.061;0.073;0.298;final;.222050;.367100;final;.3832650;final;;;-0.380;-0.083
50727;1997;10;06;final;0.222413;0.000137;0.364692;0.000163;final;0.3813666;0.0000100;1.8583;0.0080;final;;;;;-0.064;0.104;0.208;0.298;final;.222270;.364270;final;.3813700;final;;;-0.372;0.038
50728;1997;10;07;final;0.222616;0.000105;0.362213;0.000157;final;0.3795260;0.0000097;1.8292;0.0073;final;;;;;-0.072;0.104;0.274;0.298;final;.222490;.361950;final;.3795040;final;;;-0.254;0.072
50729;1997;10;08;final;0.222668;0.000122;0.359831;0.000155;final;0.3776920;0.0000105;1.8486;0.0078;final;;;;;-0.050;0.104;0.256;0.298;final;.222450;.359630;final;.3776800;final;;;-0.022;0.199
50730;1997;10;09;final;0.222548;0.000134;0.357502;0.000156;final;0.3758123;0.0000121;1.9175;0.0082;final;;;;;-0.025;0.104;0.216;0.298;final;.222590;.357400;final;.3758620;final;;;0.124;0.275
50731;1997;10;10;final;0.222449;0.000146;0.355141;0.000158;final;0.3738457;0.0000127;2.0202;0.0082;final;;;;;-0.015;0.104;0.188;0.298;final;.222250;.355160;final;.3739320;final;;;0.229;0.408
50732;1997;10;11;final;0.222631;0.000146;0.352651;0.000161;final;0.3717615;0.0000112;2.1539;0.0098;final;;;;;-0.014;0.120;0.185;0.298;final;.222270;.352650;final;.3718190;final;;;0.226;0.641
50733;1997;10;12;final;0.223151;0.000141;0.350042;0.000130;final;0.3695290;0.0000150;2.3141;0.0087;final;;;;;-0.017;0.315;0.210;0.298;final;.223130;.349980;final;.3695390;final;;;0.255;0.652
50734;1997;10;13;final;0.223827;0.000163;0.347415;0.000161;final;0.3671361;0.0000133;2.4658;0.0099;final;;;;;-0.032;0.315;0.233;0.298;final;.224030;.347190;final;.3671270;final;;;0.162;0.575
50735;1997;10;14;final;0.224435;0.000149;0.344822;0.000155;final;0.3646143;0.0000129;2.5668;0.0084;final;;;;;-0.065;0.315;0.233;0.298;final;.224420;.344320;final;.3646070;final;;;0.027;0.451
50736;1997;10;15;final;0.224914;0.000146;0.342215;0.000165;final;0.3620244;0.0000102;2.6020;0.0084;final;;;;;-0.109;0.315;0.209;0.298;final;.224770;.341830;final;.3620180;final;;;-0.145;0.241
50737;1997;10;16;final;0.225318;0.000116;0.339509;0.000149;final;0.3594354;0.0000107;2.5619;0.0071;final;;;;;-0.149;0.315;0.174;0.298;final;.225390;.339510;final;.3594170;final;;;-0.423;0.298
50738;1997;10;17;final;0.225598;0.000127;0.336682;0.000151;final;0.3569280;0.0000099;2.4395;0.0065;final;;;;;-0.178;0.315;0.127;0.298;final;.225690;.336490;final;.3568930;final;;;-0.538;0.134
50739;1997;10;18;final;0.225808;0.000153;0.333755;0.000161;final;0.3545749;0.0000074;2.2617;0.0058;final;;;;;-0.191;0.315;0.075;0.298;final;.225510;.333780;final;.3545530;final;;;-0.554;-0.136
50740;1997;10;19;final;0.226156;0.000166;0.330785;0.000142;final;0.3524048;0.0000061;2.0834;0.0056;final;;;;;-0.190;0.055;0.047;0.298;final;.225840;.330710;final;.3524200;final;;;-0.408;-0.401
50741;1997;10;20;final;0.226819;0.000169;0.327881;0.000135;final;0.3503967;0.0000084;1.9394;0.0052;final;;;;;-0.173;0.097;0.051;0.298;final;.226660;.327500;final;.3504260;final;;;-0.282;-0.652
50742;1997;10;21;final;0.227668;0.000172;0.325139;0.000135;final;0.3485114;0.0000083;1.8391;0.0057;final;;;;;-0.128;0.097;0.063;0.298;final;.227620;.324710;final;.3485250;final;;;-0.228;-0.356
50743;1997;10;22;final;0.228220;0.000168;0.322545;0.000130;final;0.3467065;0.0000078;1.7747;0.0058;final;;;;;-0.052;0.097;0.070;0.298;final;.228130;.322290;final;.3467090;final;;;-0.134;0.198
50744;1997;10;23;final;0.228158;0.000160;0.319973;0.000131;final;0.3449494;0.0000081;1.7482;0.0058;final;;;;;0.022;0.097;0.054;0.298;final;.227930;.319980;final;.3449410;final;;;0.046;0.613
50745;1997;10;24;final;0.227723;0.000155;0.317345;0.000124;final;0.3431936;0.0000085;1.7711;0.0061;final;;;;;0.071;0.097;0.025;0.298;final;.227590;.317140;final;.3431750;final;;;0.295;0.762
50746;1997;10;25;final;0.227099;0.000136;0.314619;0.000099;final;0.3413970;0.0000091;1.8246;0.0066;final;;;;;0.102;0.113;-0.016;0.298;final;.227000;.314360;final;.3413770;final;;;0.442;0.713
50747;1997;10;26;final;0.226344;0.000090;0.311758;0.000078;final;0.3395408;0.0000101;1.8888;0.0054;final;;;;;0.119;0.315;-0.061;0.298;final;.226170;.311650;final;.3395010;final;;;0.461;0.686
50748;1997;10;27;final;0.225433;0.000099;0.308759;0.000118;final;0.3376205;0.0000058;1.9498;0.0061;final;;;;;0.110;0.045;-0.090;0.298;final;.225500;.308760;final;.3375650;final;;;0.329;0.534
50749;1997;10;28;final;0.224201;0.000108;0.305632;0.000188;final;0.3356433;0.0000067;2.0046;0.0042;final;;;;;0.067;0.315;-0.083;0.298;final;.224230;.305610;final;.3356010;final;;;0.243;0.364
50750;1997;10;29;final;0.222637;0.000123;0.302357;0.000185;final;0.3336132;0.0000061;2.0538;0.0060;final;;;;;-0.006;0.049;-0.024;0.298;final;.222490;.302310;final;.3336030;final;;;0.065;0.104
50751;1997;10;30;final;0.220971;0.000128;0.298948;0.000192;final;0.3315395;0.0000100;2.0916;0.0059;final;;;;;-0.106;0.049;0.081;0.298;final;.221120;.298860;final;.3315420;final;;;-0.149;-0.092
50752;1997;10;31;final;0.219444;0.000133;0.295607;0.000201;final;0.3294321;0.0000100;2.1230;0.0073;final;;;;;-0.208;0.049;0.127;0.298;final;.219130;.295250;final;.3294120;final;;;-0.310;-0.288
50753;1997;11;01;final;0.218281;0.000144;0.292499;0.000193;final;0.3273014;0.0000106;2.1305;0.0073;final;;;;;-0.269;0.056;0.140;0.102;final;.217830;.292330;final;.3272540;final;;;-0.375;-0.293
50754;1997;11;02;final;0.217524;0.000167;0.289705;0.000207;final;0.3251839;0.0000106;2.0995;0.0076;final;;;;;-0.275;0.053;0.143;0.116;final;.217660;.290260;final;.3251270;final;;;-0.454;-0.440
50755;1997;11;03;final;0.216995;0.000178;0.287228;0.000151;final;0.3231068;0.0000109;2.0551;0.0076;final;;;;;-0.241;0.107;0.134;0.298;final;.217200;.287420;final;.3230750;final;;;-0.415;-0.363
50756;1997;11;04;final;0.216497;0.000166;0.284967;0.000148;final;0.3210681;0.0000109;2.0274;0.0071;final;;;;;-0.190;0.119;0.123;0.298;final;.216380;.285030;final;.3210520;final;;;-0.345;-0.196
50757;1997;11;05;final;0.215940;0.000183;0.282759;0.000139;final;0.3190272;0.0000090;2.0742;0.0071;final;;;;;-0.136;0.119;0.103;0.298;final;.215990;.282700;final;.3190130;final;;;-0.193;-0.068
50758;1997;11;06;final;0.215292;0.000179;0.280481;0.000127;final;0.3168982;0.0000092;2.1854;0.0061;final;;;;;-0.086;0.119;0.057;0.298;final;.215420;.280340;final;.3168880;final;;;0.002;0.112
50759;1997;11;07;final;0.214659;0.000162;0.278182;0.000127;final;0.3146564;0.0000083;2.2964;0.0061;final;;;;;-0.049;0.119;-0.009;0.298;final;.214490;.278000;final;.3146430;final;;;0.215;0.254
50760;1997;11;08;final;0.214057;0.000157;0.275887;0.000131;final;0.3123050;0.0000081;2.4085;0.0076;final;;;;;-0.028;0.119;-0.064;0.298;final;.213790;.275840;final;.3122920;final;;;0.282;0.354
50761;1997;11;09;final;0.213439;0.000122;0.273556;0.000123;final;0.3098320;0.0000127;2.5429;0.0064;final;;;;;-0.019;0.315;-0.092;0.298;final;.213340;.273380;final;.3098240;final;;;0.263;0.370
50762;1997;11;10;final;0.212705;0.000117;0.271171;0.000143;final;0.3072260;0.0000098;2.6569;0.0075;final;;;;;-0.014;0.041;-0.100;0.298;final;.212890;.271220;final;.3072180;final;;;0.179;0.278
50763;1997;11;11;final;0.211698;0.000138;0.268716;0.000158;final;0.3045463;0.0000079;2.6864;0.0059;final;;;;;-0.012;0.051;-0.083;0.298;final;.211850;.268880;final;.3045330;final;;;0.153;-0.024
50764;1997;11;12;final;0.210368;0.000105;0.266211;0.000160;final;0.3018847;0.0000067;2.6213;0.0057;final;;;;;-0.013;0.051;-0.008;0.298;final;.210220;.266070;final;.3018760;final;;;0.090;-0.045
50765;1997;11;13;final;0.208814;0.000107;0.263732;0.000159;final;0.2993371;0.0000081;2.4560;0.0053;final;;;;;-0.011;0.051;0.138;0.298;final;.208840;.263480;final;.2993360;final;;;-0.017;0.095
50766;1997;11;14;final;0.207172;0.000125;0.261345;0.000153;final;0.2970003;0.0000082;2.2080;0.0053;final;;;;;-0.012;0.051;0.223;0.298;final;.207230;.261170;final;.2969980;final;;;-0.063;0.226
50767;1997;11;15;final;0.205522;0.000123;0.259087;0.000153;final;0.2949232;0.0000068;1.9536;0.0052;final;;;;;-0.015;0.051;0.197;0.298;final;.205490;.258980;final;.2949020;final;;;-0.109;0.189
50768;1997;11;16;final;0.204002;0.000123;0.256929;0.000123;final;0.2930731;0.0000065;1.7592;0.0043;final;;;;;-0.010;0.043;0.121;0.298;final;.203880;.256780;final;.2930260;final;;;-0.072;-0.072
50769;1997;11;17;final;0.202739;0.000104;0.254837;0.000127;final;0.2913821;0.0000051;1.6329;0.0044;final;;;;;0.015;0.108;0.049;0.108;final;.202760;.254780;final;.2913250;final;;;-0.031;-0.247
50770;1997;11;18;final;0.201703;0.000108;0.252732;0.000122;final;0.2897863;0.0000060;1.5697;0.0036;final;;;;;0.074;0.108;0.025;0.108;final;.201850;.252560;final;.2897440;final;;;0.065;-0.204
50771;1997;11;19;final;0.200668;0.000112;0.250486;0.000124;final;0.2882205;0.0000050;1.5730;0.0043;final;;;;;0.175;0.127;0.054;0.298;final;.200620;.250230;final;.2882030;final;;;0.134;0.054
50772;1997;11;20;final;0.199258;0.000111;0.248032;0.000127;final;0.2866322;0.0000061;1.6004;0.0039;final;;;;;0.307;0.127;0.028;0.298;final;.199210;.248060;final;.2866450;final;;;0.234;0.418
50773;1997;11;21;final;0.197535;0.000106;0.245377;0.000124;final;0.2850269;0.0000059;1.6060;0.0043;final;;;;;0.409;0.127;-0.044;0.298;final;.197520;.245450;final;.2850530;final;;;0.369;0.697
50774;1997;11;22;final;0.195811;0.000110;0.242562;0.000118;final;0.2834204;0.0000062;1.6110;0.0054;final;;;;;0.422;0.129;-0.098;0.298;final;.195750;.242480;final;.2834300;final;;;0.466;0.673
50775;1997;11;23;final;0.194118;0.000111;0.239695;0.000111;final;0.2818001;0.0000091;1.6303;0.0046;final;;;;;0.364;0.127;-0.124;0.298;final;.194200;.239640;final;.2817920;final;;;0.400;0.562
50776;1997;11;24;final;0.192316;0.000123;0.236935;0.000135;final;0.2801608;0.0000068;1.6466;0.0057;final;;;;;0.265;0.104;-0.118;0.298;final;.192380;.236780;final;.2801520;final;;;0.320;0.369
50777;1997;11;25;final;0.190387;0.000103;0.234406;0.000142;final;0.2785119;0.0000068;1.6479;0.0042;final;;;;;0.158;0.315;-0.087;0.298;final;.190440;.234200;final;.2785100;final;;;0.197;0.200
50778;1997;11;26;final;0.188380;0.000131;0.232156;0.000160;final;0.2768741;0.0000049;1.6218;0.0044;final;;;;;0.076;0.315;-0.053;0.298;final;.188400;.232120;final;.2768720;final;;;0.048;0.002
50779;1997;11;27;final;0.186166;0.000138;0.230211;0.000159;final;0.2752764;0.0000055;1.5715;0.0036;final;;;;;0.030;0.315;-0.039;0.298;final;.186160;.230400;final;.2752670;final;;;-0.101;-0.438
50780;1997;11;28;final;0.183683;0.000139;0.228452;0.000160;final;0.2737345;0.0000053;1.5111;0.0040;final;;;;;0.015;0.315;-0.037;0.298;final;.183680;.228470;final;.2737230;final;;;-0.230;-0.650
50781;1997;11;29;final;0.181009;0.000158;0.226752;0.000185;final;0.2722546;0.0000057;1.4497;0.0042;final;;;;;0.031;0.315;-0.039;0.298;final;.181050;.226750;final;.2722450;final;;;-0.291;-0.725
50782;1997;11;30;final;0.178284;0.000180;0.225019;0.000167;final;0.2708301;0.0000066;1.4034;0.0042;final;;;;;0.072;0.315;-0.045;0.298;final;.178370;.225150;final;.2708160;final;;;-0.247;-0.715
50783;1997;12;01;final;0.175756;0.000204;0.223177;0.000148;final;0.2694393;0.0000063;1.3825;0.0046;final;;;;;0.115;0.155;-0.036;0.298;final;.175500;.223390;final;.2694290;final;;;-0.194;-0.398
50784;1997;12;02;final;0.173672;0.000180;0.221215;0.000138;final;0.2680547;0.0000064;1.3927;0.0040;final;;;;;0.126;0.155;0.021;0.298;final;.173170;.221480;final;.2680540;final;;;-0.121;-0.124
50785;1997;12;03;final;0.172026;0.000168;0.219221;0.000126;final;0.2666459;0.0000050;1.4271;0.0049;final;;;;;0.086;0.155;0.127;0.298;final;.171810;.219080;final;.2666530;final;;;0.008;0.095
50786;1997;12;04;final;0.170428;0.000166;0.217325;0.000119;final;0.2651873;0.0000073;1.5013;0.0044;final;;;;;0.000;0.155;0.264;0.298;final;.170440;.217090;final;.2651940;final;;;0.211;0.175
50787;1997;12;05;final;0.168611;0.000155;0.215537;0.000116;final;0.2636229;0.0000072;1.6368;0.0051;final;;;;;-0.107;0.155;0.403;0.298;final;.168750;.215580;final;.2636170;final;;;0.418;0.214
50788;1997;12;06;final;0.166426;0.000185;0.213794;0.000103;final;0.2618948;0.0000072;1.8291;0.0059;final;;;;;-0.214;0.155;0.533;0.298;final;.166520;.213890;final;.2618910;final;;;0.552;0.380
50789;1997;12;07;final;0.163987;0.000169;0.212040;0.000089;final;0.2599537;0.0000093;2.0543;0.0051;final;;;;;-0.304;0.234;0.627;0.112;final;.164000;.212020;final;.2599740;final;;;0.498;0.451
50790;1997;12;08;final;0.161506;0.000179;0.210258;0.000105;final;0.2578036;0.0000073;2.2272;0.0060;final;;;;;-0.345;0.223;0.626;0.109;final;.161480;.210280;final;.2578130;final;;;0.424;0.377
