MJD;Year;Month;Day;Type;x_pole;sigma_x_pole;y_pole;sigma_y_pole;Type;UT1-UTC;sigma_UT1-UTC;LOD;sigma_LOD;Type;dPsi;sigma_dPsi;dEpsilon;sigma_dEpsilon;dX;sigma_dX;dY;sigma_dY;Type;bulB/x_pole;bulB/y_pole;Type;bulB/UT-UTC;Type;bulB/dPsi;bulB/dEpsilon;bulB/dX;bulB/dY
50791;1997;12;09;final;0.159130;0.000187;0.208474;0.000115;final;0.2555369;0.0000077;2.2874;0.0047;final;;;;;-0.299;0.223;0.483;0.109;final;.159250;.208410;final;.2555200;final;;;0.291;0.296
50792;1997;12;10;final;0.157100;0.000194;0.206746;0.000113;final;0.2532653;0.0000058;2.2380;0.0048;final;;;;;-0.158;0.223;0.213;0.109;final;.157260;.206590;final;.2532500;final;;;0.289;0.243
50793;1997;12;11;final;0.155444;0.000209;0.205132;0.000149;final;0.2510836;0.0000058;2.1204;0.0041;final;;;;;-0.026;0.223;0.000;0.109;final;.155610;.204990;final;.2510800;final;;;0.252;0.298
50794;1997;12;12;final;0.153897;0.000205;0.203590;0.000172;final;0.2490356;0.0000058;1.9696;0.0040;final;;;;;0.057;0.223;-0.112;0.109;final;.154140;.203490;final;.2490330;final;;;0.258;0.566
50795;1997;12;13;final;0.152044;0.000160;0.202008;0.000174;final;0.2471526;0.0000055;1.7943;0.0047;final;;;;;0.106;0.149;-0.161;0.298;final;.152290;.202230;final;.2471530;final;;;0.223;0.529
50796;1997;12;14;final;0.149610;0.000143;0.200252;0.000214;final;0.2454420;0.0000074;1.6339;0.0038;final;;;;;0.137;0.315;-0.155;0.298;final;.149870;.200740;final;.2454510;final;;;0.161;0.361
50797;1997;12;15;final;0.146753;0.000119;0.198247;0.000168;final;0.2438651;0.0000052;1.5325;0.0046;final;;;;;0.162;0.315;-0.100;0.298;final;.146680;.198370;final;.2438760;final;;;0.155;0.155
50798;1997;12;16;final;0.143852;0.000116;0.196101;0.000171;final;0.2423586;0.0000054;1.4862;0.0040;final;;;;;0.185;0.315;-0.029;0.298;final;.143740;.196060;final;.2423610;final;;;0.154;0.018
50799;1997;12;17;final;0.141159;0.000119;0.194070;0.000158;final;0.2408796;0.0000060;1.4792;0.0048;final;;;;;0.206;0.315;0.014;0.298;final;.141160;.194160;final;.2408750;final;;;0.196;0.068
50800;1997;12;18;final;0.138960;0.000106;0.192362;0.000152;final;0.2393906;0.0000079;1.5008;0.0048;final;;;;;0.224;0.315;-0.023;0.298;final;.139040;.192400;final;.2393930;final;;;0.232;0.233
50801;1997;12;19;final;0.137131;0.000112;0.191148;0.000155;final;0.2378700;0.0000076;1.5462;0.0056;final;;;;;0.241;0.315;-0.122;0.298;final;.137340;.191070;final;.2378620;final;;;0.227;0.549
50802;1997;12;20;final;0.135033;0.000111;0.190225;0.000154;final;0.2362915;0.0000078;1.6115;0.0053;final;;;;;0.254;0.315;-0.244;0.298;final;.135090;.190480;final;.2362660;final;;;0.206;0.533
50803;1997;12;21;final;0.132432;0.000123;0.189298;0.000155;final;0.2346512;0.0000075;1.6640;0.0060;final;;;;;0.254;0.120;-0.346;0.125;final;.132320;.189640;final;.2346450;final;;;0.186;0.538
50804;1997;12;22;final;0.129582;0.000142;0.188179;0.000183;final;0.2329681;0.0000091;1.7025;0.0058;final;;;;;0.224;0.118;-0.369;0.119;final;.129690;.188190;final;.2329880;final;;;0.164;0.459
50805;1997;12;23;final;0.126627;0.000131;0.186777;0.000184;final;0.2312540;0.0000088;1.7176;0.0055;final;;;;;0.151;0.118;-0.256;0.119;final;.126820;.186830;final;.2312730;final;;;0.081;0.422
50806;1997;12;24;final;0.123639;0.000132;0.185075;0.000171;final;0.2295493;0.0000062;1.6837;0.0055;final;;;;;0.041;0.118;-0.014;0.119;final;.123590;.185080;final;.2295430;final;;;0.002;0.253
50807;1997;12;25;final;0.120807;0.000124;0.183310;0.000166;final;0.2278985;0.0000065;1.6143;0.0042;final;;;;;-0.052;0.118;0.169;0.119;final;.120750;.183220;final;.2278720;final;;;-0.035;-0.117
50808;1997;12;26;final;0.118125;0.000125;0.181630;0.000170;final;0.2263280;0.0000058;1.5231;0.0045;final;;;;;-0.100;0.118;0.248;0.119;final;.118120;.181490;final;.2263070;final;;;-0.104;-0.451
50809;1997;12;27;final;0.115513;0.000087;0.180094;0.000125;final;0.2248562;0.0000063;1.4204;0.0040;final;;;;;-0.099;0.116;0.260;0.112;final;.115510;.179870;final;.2248460;final;;;-0.097;-0.596
50810;1997;12;28;final;0.112866;0.000088;0.178739;0.000111;final;0.2234837;0.0000054;1.3284;0.0042;final;;;;;-0.055;0.315;0.229;0.298;final;.112950;.178530;final;.2234750;final;;;-0.079;-0.615
50811;1997;12;29;final;0.110126;0.000095;0.177577;0.000110;final;0.2221838;0.0000055;1.2832;0.0039;final;;;;;0.007;0.054;0.174;0.298;final;.110410;.177530;final;.2221700;final;;;-0.034;-0.236
50812;1997;12;30;final;0.107366;0.000105;0.176588;0.000120;final;0.2208956;0.0000055;1.3029;0.0037;final;;;;;0.065;0.054;0.116;0.298;final;.107600;.176500;final;.2208800;final;;;-0.038;0.039
50813;1997;12;31;final;0.104753;0.000106;0.175688;0.000121;final;0.2195610;0.0000050;1.3734;0.0041;final;;;;;0.106;0.054;0.065;0.298;final;.104840;.175500;final;.2195510;final;;;-0.016;0.194
50814;1998;01;01;final;0.102414;0.000113;0.174778;0.000130;final;0.2181311;0.0000062;1.4968;0.0040;final;;;;;0.132;0.054;0.008;0.298;final;.102620;.174590;final;.2181430;final;;;0.157;0.091
50815;1998;01;02;final;0.100151;0.000111;0.173924;0.000125;final;0.2165517;0.0000063;1.6672;0.0048;final;;;;;0.155;0.054;-0.061;0.298;final;.100400;.173810;final;.2165920;final;;;0.224;-0.107
50816;1998;01;03;final;0.097801;0.000110;0.173214;0.000119;final;0.2147923;0.0000074;1.8510;0.0080;final;;;;;0.177;0.054;-0.118;0.298;final;.097860;.173110;final;.2148370;final;;;0.325;-0.300
50817;1998;01;04;final;0.095392;0.000125;0.172654;0.000151;final;0.2128567;0.0000148;2.0140;0.0064;final;;;;;0.192;0.315;-0.138;0.298;final;.095580;.172660;final;.2128680;final;;;0.381;-0.228
50818;1998;01;05;final;0.092965;0.000076;0.172200;0.000104;final;0.2107935;0.0000104;2.0893;0.0094;final;;;;;0.194;0.315;-0.140;0.298;final;.093160;.172300;final;.2107640;final;;;0.340;-0.172
50819;1998;01;06;final;0.090510;0.000082;0.171764;0.000107;final;0.2087199;0.0000116;2.0391;0.0073;final;;;;;0.184;0.315;-0.150;0.298;final;.090530;.171710;final;.2086890;final;;;0.315;-0.114
50820;1998;01;07;final;0.087997;0.000087;0.171246;0.000123;final;0.2067387;0.0000102;1.9187;0.0078;final;;;;;0.173;0.315;-0.166;0.298;final;.088120;.171270;final;.2067320;final;;;0.308;-0.240
50821;1998;01;08;final;0.085357;0.000073;0.170606;0.000113;final;0.2048928;0.0000105;1.7672;0.0066;final;;;;;0.161;0.315;-0.180;0.298;final;.085520;.170630;final;.2048730;final;;;0.273;-0.105
50822;1998;01;09;final;0.082492;0.000089;0.169891;0.000115;final;0.2032115;0.0000084;1.5940;0.0065;final;;;;;0.142;0.315;-0.197;0.298;final;.082510;.169920;final;.2031800;final;;;0.261;0.069
50823;1998;01;10;final;0.079409;0.000146;0.169214;0.000104;final;0.2016942;0.0000078;1.4528;0.0056;final;;;;;0.110;0.315;-0.219;0.298;final;.079420;.168960;final;.2016870;final;;;0.200;0.081
50824;1998;01;11;final;0.076157;0.000175;0.168683;0.000120;final;0.2002789;0.0000074;1.3928;0.0047;final;;;;;0.075;0.315;-0.223;0.298;final;.076390;.168470;final;.2002920;final;;;0.126;0.154
50825;1998;01;12;final;0.072760;0.000164;0.168315;0.000132;final;0.1988863;0.0000054;1.3996;0.0045;final;;;;;0.049;0.315;-0.182;0.298;final;.072880;.168310;final;.1988680;final;;;0.030;0.026
50826;1998;01;13;final;0.069483;0.000165;0.168078;0.000141;final;0.1974619;0.0000052;1.4598;0.0037;final;;;;;0.033;0.315;-0.097;0.298;final;.069500;.167940;final;.1974300;final;;;0.015;0.018
50827;1998;01;14;final;0.066651;0.000164;0.167936;0.000128;final;0.1959551;0.0000050;1.5547;0.0037;final;;;;;0.018;0.315;0.012;0.298;final;.066770;.167790;final;.1959580;final;;;0.109;0.128
50828;1998;01;15;final;0.063742;0.000165;0.167776;0.000131;final;0.1943587;0.0000052;1.6311;0.0034;final;;;;;0.013;0.315;0.085;0.298;final;.063900;.167680;final;.1943530;final;;;0.146;0.346
50829;1998;01;16;final;0.060562;0.000169;0.167632;0.000144;final;0.1927044;0.0000047;1.6730;0.0038;final;;;;;0.022;0.315;0.125;0.298;final;.060510;.167550;final;.1926850;final;;;0.119;0.588
50830;1998;01;17;final;0.057345;0.000124;0.167590;0.000157;final;0.1910170;0.0000055;1.7019;0.0050;final;;;;;0.040;0.315;0.144;0.298;final;.057290;.167510;final;.1910200;final;;;0.076;0.683
50831;1998;01;18;final;0.054236;0.000098;0.167684;0.000142;final;0.1892995;0.0000089;1.7342;0.0044;final;;;;;0.052;0.315;0.129;0.298;final;.054110;.167560;final;.1893100;final;;;0.092;0.527
50832;1998;01;19;final;0.051185;0.000093;0.167911;0.000212;final;0.1875517;0.0000069;1.7574;0.0057;final;;;;;0.054;0.315;0.088;0.298;final;.051120;.167890;final;.1875500;final;;;0.106;0.367
50833;1998;01;20;final;0.048069;0.000098;0.168154;0.000188;final;0.1857944;0.0000072;1.7517;0.0051;final;;;;;0.046;0.315;0.039;0.298;final;.048350;.168320;final;.1857890;final;;;0.119;0.227
50834;1998;01;21;final;0.044800;0.000094;0.168196;0.000189;final;0.1840535;0.0000076;1.7304;0.0051;final;;;;;0.022;0.315;-0.006;0.298;final;.044980;.168210;final;.1840490;final;;;0.092;0.070
50835;1998;01;22;final;0.041419;0.000141;0.167914;0.000194;final;0.1823334;0.0000072;1.7098;0.0053;final;;;;;-0.018;0.315;-0.043;0.298;final;.041680;.167720;final;.1823160;final;;;0.120;-0.182
50836;1998;01;23;final;0.038043;0.000129;0.167482;0.000200;final;0.1806316;0.0000074;1.6963;0.0054;final;;;;;-0.059;0.315;-0.063;0.298;final;.038150;.167320;final;.1806180;final;;;0.139;-0.463
50837;1998;01;24;final;0.034773;0.000147;0.167074;0.000193;final;0.1789359;0.0000080;1.6976;0.0061;final;;;;;-0.086;0.315;-0.053;0.298;final;.034730;.167260;final;.1789340;final;;;0.144;-0.786
50838;1998;01;25;final;0.031641;0.000204;0.166780;0.000198;final;0.1772365;0.0000097;1.6985;0.0062;final;;;;;-0.099;0.100;-0.024;0.298;final;.031770;.167010;final;.1772150;final;;;0.143;-0.872
50839;1998;01;26;final;0.028636;0.000255;0.166702;0.000136;final;0.1755314;0.0000096;1.7217;0.0065;final;;;;;-0.098;0.129;-0.003;0.298;final;.028770;.166600;final;.1754970;final;;;0.071;-0.707
50840;1998;01;27;final;0.025880;0.000237;0.166901;0.000149;final;0.1737675;0.0000087;1.8216;0.0069;final;;;;;-0.068;0.123;-0.005;0.298;final;.025910;.166860;final;.1737480;final;;;0.064;-0.288
50841;1998;01;28;final;0.023319;0.000233;0.167334;0.000172;final;0.1718573;0.0000098;2.0142;0.0066;final;;;;;-0.002;0.123;-0.037;0.298;final;.023200;.167300;final;.1718700;final;;;-0.015;0.015
50842;1998;01;29;final;0.020479;0.000227;0.167885;0.000153;final;0.1697264;0.0000099;2.2450;0.0069;final;;;;;0.059;0.123;-0.082;0.298;final;.020430;.167790;final;.1697400;final;;;-0.128;0.214
50843;1998;01;30;final;0.017428;0.000215;0.168453;0.000145;final;0.1673805;0.0000096;2.4363;0.0073;final;;;;;0.067;0.123;-0.105;0.298;final;.017520;.168400;final;.1673530;final;;;-0.307;0.004
50844;1998;01;31;final;0.014319;0.000225;0.168978;0.000174;final;0.1648847;0.0000108;2.5347;0.0070;final;;;;;0.008;0.129;-0.056;0.298;final;.014380;.168980;final;.1648510;final;;;-0.423;-0.044
50845;1998;02;01;final;0.011193;0.000100;0.169526;0.000193;final;0.1623368;0.0000103;2.5558;0.0073;final;;;;;-0.080;0.115;0.048;0.298;final;.011350;.169560;final;.1623420;final;;;-0.359;-0.066
50846;1998;02;02;final;0.008040;0.000132;0.170186;0.000191;final;0.1597864;0.0000098;2.5371;0.0071;final;;;;;-0.155;0.094;0.154;0.298;final;.007820;.170180;final;.1597890;final;;;-0.273;0.184
50847;1998;02;03;final;0.004771;0.000139;0.171004;0.000204;final;0.1572768;0.0000099;2.4757;0.0070;final;;;;;-0.184;0.084;0.195;0.298;final;.004450;.170980;final;.1572640;final;;;-0.187;0.269
50848;1998;02;04;final;0.001406;0.000137;0.171858;0.000178;final;0.1548382;0.0000099;2.4045;0.0072;final;;;;;-0.146;0.084;0.150;0.298;final;.001740;.171850;final;.1548260;final;;;-0.087;0.235
50849;1998;02;05;final;-0.001840;0.000138;0.172577;0.000177;final;0.1524722;0.0000105;2.3200;0.0073;final;;;;;-0.070;0.084;0.111;0.298;final;-.001740;.172650;final;.1524600;final;;;-0.042;0.191
50850;1998;02;06;final;-0.004822;0.000126;0.173281;0.000172;final;0.1502108;0.0000106;2.1976;0.0071;final;;;;;0.002;0.050;0.086;0.298;final;-.005010;.173440;final;.1501780;final;;;0.029;0.226
50851;1998;02;07;final;-0.007492;0.000105;0.174036;0.000152;final;0.1480705;0.0000096;2.0947;0.0075;final;;;;;0.051;0.050;0.054;0.298;final;-.007560;.174140;final;.1480560;final;;;0.063;0.102
50852;1998;02;08;final;-0.009950;0.000090;0.174733;0.000151;final;0.1460010;0.0000107;2.0529;0.0067;final;;;;;0.076;0.070;0.023;0.298;final;-.009850;.174770;final;.1460250;final;;;0.040;0.012
50853;1998;02;09;final;-0.012375;0.000097;0.175246;0.000142;final;0.1439637;0.0000093;2.0142;0.0071;final;;;;;0.084;0.315;0.004;0.298;final;-.012370;.175200;final;.1439480;final;;;-0.005;-0.096
50854;1998;02;10;final;-0.015004;0.000090;0.175501;0.000147;final;0.1419822;0.0000092;1.9466;0.0063;final;;;;;0.085;0.315;-0.015;0.298;final;-.014930;.175270;final;.1419500;final;;;-0.022;-0.171
50855;1998;02;11;final;-0.017869;0.000089;0.175568;0.000148;final;0.1400562;0.0000085;1.9220;0.0062;final;;;;;0.079;0.315;-0.061;0.298;final;-.017950;.175420;final;.1400530;final;;;-0.002;-0.007
50856;1998;02;12;final;-0.020569;0.000094;0.175784;0.000154;final;0.1381201;0.0000084;1.9516;0.0053;final;;;;;0.071;0.315;-0.132;0.298;final;-.020750;.175750;final;.1381030;final;;;-0.022;-0.029
50857;1998;02;13;final;-0.022953;0.000090;0.176203;0.000150;final;0.1361528;0.0000062;1.9818;0.0058;final;;;;;0.060;0.315;-0.181;0.298;final;-.022900;.176290;final;.1361190;final;;;-0.057;0.052
50858;1998;02;14;final;-0.025004;0.000118;0.176761;0.000151;final;0.1341616;0.0000080;1.9968;0.0053;final;;;;;0.033;0.315;-0.171;0.298;final;-.025110;.176620;final;.1341540;final;;;-0.072;0.249
50859;1998;02;15;final;-0.026800;0.000111;0.177538;0.000136;final;0.1321653;0.0000086;1.9934;0.0052;final;;;;;-0.016;0.315;-0.133;0.298;final;-.026860;.177210;final;.1321700;final;;;-0.078;0.261
50860;1998;02;16;final;-0.028444;0.000171;0.178596;0.000123;final;0.1301790;0.0000067;1.9774;0.0081;final;;;;;-0.073;0.315;-0.094;0.298;final;-.028500;.178670;final;.1302110;final;;;-0.058;0.372
50861;1998;02;17;final;-0.030053;0.000190;0.179910;0.000109;final;0.1282172;0.0000137;1.9415;0.0082;final;;;;;-0.116;0.315;-0.062;0.298;final;-.030170;.179970;final;.1282310;final;;;-0.046;0.173
50862;1998;02;18;final;-0.031920;0.000202;0.181371;0.000103;final;0.1263122;0.0000149;1.8572;0.0104;final;;;;;-0.136;0.315;-0.030;0.298;final;-.031880;.181340;final;.1262970;final;;;-0.069;0.170
50863;1998;02;19;final;-0.034509;0.000199;0.182799;0.000110;final;0.1245008;0.0000157;1.7789;0.0107;final;;;;;-0.130;0.315;0.002;0.298;final;-.034580;.182820;final;.1244970;final;;;-0.071;0.034
50864;1998;02;20;final;-0.037666;0.000197;0.184081;0.000100;final;0.1227290;0.0000153;1.7767;0.0109;final;;;;;-0.098;0.315;0.046;0.298;final;-.037650;.184250;final;.1227710;final;;;-0.063;-0.315
50865;1998;02;21;final;-0.041101;0.000192;0.185189;0.000103;final;0.1209391;0.0000151;1.7994;0.0105;final;;;;;-0.054;0.315;0.108;0.298;final;-.040900;.185400;final;.1210210;final;;;-0.088;-0.715
50866;1998;02;22;final;-0.044618;0.000143;0.186127;0.000109;final;0.1191277;0.0000144;1.8295;0.0087;final;;;;;-0.022;0.315;0.151;0.298;final;-.044630;.186210;final;.1191930;final;;;-0.229;-1.053
50867;1998;02;23;final;-0.047913;0.000131;0.186974;0.000109;final;0.1172648;0.0000085;1.9055;0.0088;final;;;;;-0.011;0.091;0.132;0.298;final;-.048200;.186940;final;.1172860;final;;;-0.257;-0.992
50868;1998;02;24;final;-0.050846;0.000139;0.187801;0.000118;final;0.1152984;0.0000100;2.0362;0.0066;final;;;;;-0.002;0.091;0.054;0.298;final;-.051200;.187930;final;.1152930;final;;;-0.064;-0.622
50869;1998;02;25;final;-0.053484;0.000134;0.188605;0.000112;final;0.1131814;0.0000101;2.1997;0.0073;final;;;;;0.011;0.091;-0.050;0.298;final;-.053470;.188800;final;.1131760;final;;;0.056;-0.144
50870;1998;02;26;final;-0.055725;0.000128;0.189445;0.000117;final;0.1109021;0.0000106;2.3538;0.0074;final;;;;;0.018;0.091;-0.112;0.298;final;-.055720;.189430;final;.1109010;final;;;0.016;0.211
50871;1998;02;27;final;-0.057401;0.000137;0.190451;0.000119;final;0.1084813;0.0000109;2.4855;0.0076;final;;;;;0.009;0.091;-0.134;0.298;final;-.057560;.190280;final;.1084740;final;;;-0.244;0.249
50872;1998;02;28;final;-0.058572;0.000135;0.191766;0.000113;final;0.1059353;0.0000108;2.6046;0.0094;final;;;;;-0.012;0.110;-0.131;0.298;final;-.058660;.191770;final;.1059310;final;;;-0.386;0.004
50873;1998;03;01;final;-0.059517;0.000103;0.193373;0.000109;final;0.1032948;0.0000154;2.6554;0.0076;final;;;;;-0.029;0.315;-0.101;0.298;final;-.059380;.193340;final;.1033060;final;;;-0.430;0.020
50874;1998;03;02;final;-0.060575;0.000087;0.195128;0.000136;final;0.1006629;0.0000108;2.5909;0.0086;final;;;;;-0.031;0.315;-0.054;0.298;final;-.060390;.194970;final;.1006710;final;;;-0.280;0.008
50875;1998;03;03;final;-0.061923;0.000077;0.196897;0.000124;final;0.0981429;0.0000077;2.4367;0.0062;final;;;;;-0.024;0.315;-0.003;0.298;final;-.061790;.196830;final;.0981390;final;;;-0.108;0.053
50876;1998;03;04;final;-0.063507;0.000074;0.198644;0.000115;final;0.0957989;0.0000060;2.2542;0.0049;final;;;;;-0.024;0.315;0.056;0.298;final;-.063460;.198530;final;.0957850;final;;;0.006;0.023
50877;1998;03;05;final;-0.065182;0.000080;0.200528;0.000110;final;0.0936253;0.0000062;2.0992;0.0045;final;;;;;-0.035;0.315;0.112;0.298;final;-.065140;.200500;final;.0935970;final;;;-0.037;0.039
50878;1998;03;06;final;-0.066820;0.000067;0.202487;0.000108;final;0.0915884;0.0000067;1.9806;0.0049;final;;;;;-0.045;0.315;0.140;0.298;final;-.066730;.202460;final;.0915420;final;;;-0.044;0.057
50879;1998;03;07;final;-0.068405;0.000066;0.204480;0.000108;final;0.0896525;0.0000076;1.8969;0.0059;final;;;;;-0.042;0.315;0.129;0.298;final;-.068240;.204350;final;.0895940;final;;;0.024;-0.011
50880;1998;03;08;final;-0.070000;0.000086;0.206554;0.000066;final;0.0877829;0.0000098;1.8483;0.0057;final;;;;;-0.034;0.315;0.097;0.298;final;-.070080;.206330;final;.0877340;final;;;0.085;-0.075
50881;1998;03;09;final;-0.071611;0.000104;0.208677;0.000068;final;0.0859420;0.0000085;1.8416;0.0059;final;;;;;-0.033;0.315;0.064;0.298;final;-.071740;.208600;final;.0859110;final;;;0.127;-0.060
50882;1998;03;10;final;-0.073252;0.000111;0.210772;0.000120;final;0.0840831;0.0000066;1.8849;0.0054;final;;;;;-0.040;0.315;0.038;0.298;final;-.073230;.210690;final;.0840630;final;;;0.131;-0.014
50883;1998;03;11;final;-0.074827;0.000123;0.212770;0.000121;final;0.0821495;0.0000066;1.9965;0.0046;final;;;;;-0.056;0.315;0.013;0.298;final;-.074840;.212610;final;.0821340;final;;;0.048;0.120
50884;1998;03;12;final;-0.076098;0.000114;0.214704;0.000116;final;0.0800953;0.0000064;2.0925;0.0045;final;;;;;-0.075;0.315;-0.010;0.298;final;-.076150;.214770;final;.0801100;final;;;-0.054;0.181
50885;1998;03;13;final;-0.077154;0.000124;0.216817;0.000119;final;0.0779874;0.0000061;2.1197;0.0044;final;;;;;-0.076;0.315;-0.008;0.298;final;-.077210;.216810;final;.0780040;final;;;-0.163;0.199
50886;1998;03;14;final;-0.078337;0.000136;0.219025;0.000119;final;0.0758629;0.0000059;2.1257;0.0039;final;;;;;-0.061;0.315;0.021;0.298;final;-.078270;.219010;final;.0758610;final;;;-0.197;0.176
50887;1998;03;15;final;-0.080074;0.000123;0.221120;0.000138;final;0.0737455;0.0000048;2.1031;0.0045;final;;;;;-0.045;0.042;0.056;0.298;final;-.079990;.221170;final;.0737280;final;;;-0.196;0.259
50888;1998;03;16;final;-0.082298;0.000121;0.222984;0.000107;final;0.0716654;0.0000068;2.0544;0.0040;final;;;;;-0.029;0.315;0.083;0.298;final;-.082370;.222800;final;.0716340;final;;;-0.181;0.294
50889;1998;03;17;final;-0.084649;0.000121;0.224651;0.000123;final;0.0696432;0.0000063;1.9862;0.0042;final;;;;;-0.001;0.315;0.096;0.298;final;-.084700;.224290;final;.0696090;final;;;-0.089;0.211
50890;1998;03;18;final;-0.086902;0.000126;0.226253;0.000126;final;0.0676988;0.0000048;1.9006;0.0042;final;;;;;0.036;0.315;0.092;0.298;final;-.086850;.226100;final;.0676700;final;;;0.053;0.118
50891;1998;03;19;final;-0.088923;0.000130;0.227860;0.000133;final;0.0658410;0.0000055;1.8181;0.0036;final;;;;;0.070;0.315;0.075;0.298;final;-.088830;.227490;final;.0658220;final;;;0.218;0.151
50892;1998;03;20;final;-0.090794;0.000139;0.229553;0.000141;final;0.0640541;0.0000053;1.7609;0.0042;final;;;;;0.098;0.315;0.064;0.298;final;-.090580;.229270;final;.0640470;final;;;0.380;0.057
50893;1998;03;21;final;-0.092785;0.000157;0.231284;0.000134;final;0.0623061;0.0000064;1.7428;0.0044;final;;;;;0.113;0.315;0.078;0.298;final;-.092640;.231340;final;.0623090;final;;;0.356;-0.086
50894;1998;03;22;final;-0.094775;0.000153;0.232844;0.000110;final;0.0605529;0.0000069;1.7716;0.0041;final;;;;;0.097;0.315;0.080;0.298;final;-.094790;.232860;final;.0605620;final;;;0.199;-0.298
50895;1998;03;23;final;-0.096473;0.000146;0.234215;0.000099;final;0.0587462;0.0000050;1.8506;0.0047;final;;;;;0.060;0.058;0.027;0.298;final;-.096640;.234260;final;.0587590;final;;;0.019;-0.478
50896;1998;03;24;final;-0.097872;0.000140;0.235613;0.000099;final;0.0568356;0.0000063;1.9780;0.0043;final;;;;;0.045;0.059;-0.052;0.298;final;-.097950;.235530;final;.0568400;final;;;0.002;-0.286
50897;1998;03;25;final;-0.099204;0.000141;0.237237;0.000085;final;0.0547640;0.0000070;2.1842;0.0051;final;;;;;0.072;0.059;-0.082;0.298;final;-.099210;.237070;final;.0547480;final;;;0.050;0.044
50898;1998;03;26;final;-0.100602;0.000151;0.239038;0.000088;final;0.0524558;0.0000079;2.4248;0.0053;final;;;;;0.105;0.059;-0.043;0.298;final;-.100620;.239000;final;.0524510;final;;;0.025;0.401
